roomType_keyitem,roomType_bosskey,roomType_s,roomType_b,roomType_k,roomType_l,roomType_p,itemLockedFromNeighbors,distanceOfRoomToOptimalPath,passableFromNeighbors,doorGoTo_keyitem,doorGoTo_bosskey,doorGoTo_s,doorGoTo_b,doorGoTo_k,doorGoTo_l,doorGoTo_p,doorsOnPath,puzzleRoomsInLevel,puzzleLockedDoorsOnPath,itemLockedDoorsInLevel,softLockedToNeighbors,passableDoorsInLevel,doorsToNeighbors,pathLength,bombLockedFromNeighbors,doorTypesFrom_keyitem,doorTypesFrom_bosskey,doorTypesFrom_s,doorTypesFrom_b,doorTypesFrom_k,doorTypesFrom_l,doorTypesFrom_p,bigKeyDoorsInLevel,puzzleNeighbors,bombLockedToNeighbors,distanceToSpecialItem,crossings,pureDepth,oneWayLockedFromNeighbors,lockedDoorsOnPath,bigKeyLockedDoorsOnPath,softLockedDoorsOnPath,bigKeyLockedFromNeighbors,puzzleLockedDoorsInLevel,lockedFromNeighbors,lookAheadsInLevel,puzzleLockedToNeighbors,oneWayLockedToNeighbors,itemRoomsInLevel,enemyRoomsOnPath,doorTypesTo_keyitem,doorTypesTo_bosskey,doorTypesTo_s,doorTypesTo_b,doorTypesTo_k,doorTypesTo_l,doorTypesTo_p,maximumDistanceToPath,distanceToDungeonKey,lockedToNeighbors,lockedDoorsInLevel,bombLockedDoorsOnPath,totalCrossings,itemLockedToNeighbors,roomsOnPath,puzzleLockedFromNeighbors,itemLockedDoorsOnPath,doorCameFrom_keyitem,doorCameFrom_bosskey,doorCameFrom_s,doorCameFrom_b,doorCameFrom_k,doorCameFrom_l,doorCameFrom_p,softLockedDoorsInLevel,oneWayDoorsOnPath,lookAheadsOnPath,puzzleRoomsOnPath,numberOfNeighbors,bigKeyLockedToNeighbors,roomCameFrom_keyitem,roomCameFrom_bosskey,roomCameFrom_s,roomCameFrom_b,roomCameFrom_k,roomCameFrom_l,roomCameFrom_p,doorsInLevel,itemRoomsOnPath,oneWayDoorsInLevel,roomGoTo_keyitem,roomGoTo_bosskey,roomGoTo_s,roomGoTo_b,roomGoTo_k,roomGoTo_l,roomGoTo_p,itemNeighbors,bombLockedDoorsInLevel,passableToNeighbors,enemyRoomsInLevel,maximumCrossings,depth,softLockedFromNeighbors,lookAheadToNeighbors,roomsInLevel,enemyNeighbors,lookAheadFromNeighbors
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29,8,0,0,0,0,3,19,0,0,0,1,0,0,0,0,2,2,0,13,1,5,1,3,1,1,0,0,0,2,0,1,6,7,0,0,1,0,0,0,0,1,6,0,5,0,19,0,12,0,0,0,0,1,0,0,0,0,2,4,2,6,3,0,0,0,0,0,0,0,1,34,6,5,0,0,0,0,0,0,0,2,0,1,9,3,13,0,1,14,2,1
0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,29,8,0,0,0,0,3,19,0,0,0,0,0,0,0,0,2,1,0,13,2,4,0,3,1,1,0,0,0,2,0,0,6,7,0,0,0,0,0,0,0,1,6,0,5,0,19,0,12,0,0,0,0,0,0,0,0,0,2,4,2,6,3,0,0,0,0,0,0,0,1,34,6,5,0,0,0,1,0,0,0,2,0,3,9,3,12,0,0,14,2,0
0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,29,8,0,0,0,0,2,19,0,0,0,0,0,0,0,0,2,1,0,13,1,5,0,3,1,1,0,0,0,2,0,0,6,7,0,0,0,0,0,0,0,1,6,0,5,0,19,0,12,0,0,0,0,0,0,0,0,0,2,4,2,6,2,0,0,0,0,0,0,0,1,34,6,5,0,0,0,0,0,0,0,1,0,2,9,3,17,0,0,14,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29,8,0,0,0,0,1,19,0,0,0,0,0,0,0,0,2,0,0,13,1,6,0,3,1,1,0,0,0,2,0,0,6,7,0,0,0,0,0,0,0,1,6,0,5,0,19,0,12,0,0,0,0,0,0,0,0,0,2,4,2,6,1,0,0,0,0,1,0,0,0,34,6,5,0,0,0,0,0,0,0,0,0,1,9,3,18,0,0,14,1,0
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,6,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,2,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,6,nan,0,4,5,8,0,8,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,0,0,0,0,0,0,0,32,2,0,0,0,0,0,0,0,0,0,6,1,13,1,0,0,0,16,0,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16,6,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,2,0,2,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,6,nan,0,4,5,8,0,8,0,0,0,0,0,0,0,0,0,5,0,0,2,3,0,0,0,1,0,0,0,0,32,2,0,0,0,0,0,1,0,1,2,6,3,13,1,1,0,0,16,2,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16,6,0,0,0,0,2,8,1,0,0,0,1,0,0,0,0,1,1,2,1,2,0,2,0,2,0,0,0,0,0,0,7,5,0,0,0,1,0,0,0,6,nan,0,4,5,8,0,8,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,0,0,0,0,0,0,0,32,2,0,0,0,0,0,0,0,1,0,6,1,13,1,2,0,0,16,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,16,6,0,0,1,0,3,8,2,0,0,0,2,0,1,0,0,1,2,2,1,3,0,2,0,2,0,0,0,0,0,0,7,5,0,0,0,2,0,1,0,6,nan,0,4,5,8,0,8,0,0,0,0,0,1,0,0,0,5,0,0,2,3,0,0,0,0,0,0,0,0,32,2,0,0,0,0,0,1,0,0,3,6,0,13,1,3,1,0,16,3,0
0,0,0,0,1,0,1,0,1,2,0,0,0,1,0,0,0,16,6,0,0,0,0,3,8,1,0,0,0,1,0,0,0,0,1,1,2,0,2,0,2,0,2,0,0,0,0,0,0,7,5,0,0,0,1,0,0,0,6,nan,0,4,5,8,0,8,0,0,0,0,0,0,0,0,0,5,0,0,2,3,0,0,0,0,0,0,0,0,32,2,0,0,0,0,0,0,0,1,1,6,2,13,1,2,0,0,16,2,0
0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,16,6,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,2,0,2,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,6,nan,0,4,5,8,0,8,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,0,0,0,0,1,0,1,32,2,0,0,0,0,0,0,0,1,2,6,2,13,1,3,0,0,16,2,0
0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,16,6,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,1,0,2,0,4,0,2,0,2,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,6,nan,0,4,5,8,0,8,0,0,0,0,0,0,0,0,0,5,0,0,2,3,0,0,0,0,0,0,0,0,32,2,0,0,0,0,0,0,0,0,2,6,3,13,1,4,0,0,16,3,0
0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,16,6,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,1,0,2,0,5,0,2,0,2,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,6,nan,0,4,5,8,0,8,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,0,0,0,0,0,0,1,32,2,0,0,0,0,0,0,0,0,1,6,1,13,1,5,0,0,16,1,0
0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,16,6,0,0,1,0,2,8,0,0,0,0,0,1,1,0,0,1,0,2,0,6,0,2,0,2,0,0,1,0,0,0,7,5,0,0,0,0,1,1,0,6,nan,1,4,5,8,0,8,0,0,0,0,0,0,1,0,0,5,0,0,2,2,0,0,0,0,0,0,0,0,32,2,0,0,0,0,0,0,0,1,2,6,0,13,1,6,1,0,16,2,0
0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,0,0,16,6,0,0,0,0,3,8,0,0,0,0,0,1,0,0,0,1,0,2,0,5,0,2,0,2,0,0,1,0,0,0,7,5,0,0,0,0,1,0,0,6,nan,1,4,5,8,0,8,0,0,0,0,0,0,0,0,0,5,0,0,2,3,0,0,0,0,0,0,0,1,32,2,0,0,0,0,0,0,0,0,1,6,2,13,1,5,0,0,16,3,0
0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,16,6,0,0,1,0,1,8,0,0,0,0,0,0,1,0,0,0,0,2,0,6,0,2,0,2,0,0,0,0,0,0,7,5,0,0,0,0,0,1,0,6,nan,0,4,5,8,0,8,0,0,0,0,0,0,0,1,0,5,0,0,2,1,0,0,0,0,0,0,0,0,32,2,0,0,0,0,0,0,0,0,1,6,0,13,1,6,1,0,16,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,16,6,0,0,0,0,2,8,1,0,0,0,1,1,0,0,0,0,1,2,1,5,0,2,0,2,0,0,1,0,0,0,7,5,0,0,0,1,1,0,0,6,nan,1,4,5,8,0,8,0,0,0,0,0,0,1,0,0,5,0,0,2,2,0,0,0,0,0,1,0,0,32,2,0,0,0,0,1,0,0,0,1,6,0,13,1,5,0,0,16,2,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,16,6,0,0,0,0,2,8,0,0,0,0,0,1,0,0,0,2,0,2,1,4,0,2,0,2,0,0,1,0,0,0,7,5,0,0,0,0,1,0,0,6,nan,1,4,5,8,0,8,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,0,0,0,0,0,0,1,32,2,0,0,0,0,0,0,0,1,0,6,1,13,1,4,0,0,16,2,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16,6,0,0,1,0,2,8,1,0,0,0,1,0,1,0,0,1,1,2,1,6,0,2,0,2,0,0,0,0,0,0,7,5,0,0,0,1,0,1,0,6,nan,0,4,5,8,0,8,0,0,0,0,0,1,0,0,0,5,0,0,2,2,0,0,0,0,0,0,0,1,32,2,0,0,0,0,0,0,0,0,0,6,0,13,1,6,1,0,16,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,6,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,2,1,7,0,2,0,2,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,6,nan,0,4,5,8,0,8,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,0,0,0,1,0,0,0,32,2,0,0,0,0,0,0,0,0,0,6,1,13,1,7,0,0,16,1,0
0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,16,6,0,0,1,0,1,8,0,0,0,0,0,0,1,0,0,0,0,2,0,7,0,2,0,2,0,0,0,0,0,0,7,5,0,0,0,0,0,1,0,6,nan,0,4,5,8,0,8,0,0,0,0,0,0,0,1,0,5,0,0,2,1,0,0,0,0,0,0,0,0,32,2,0,0,0,0,0,0,0,0,0,6,0,13,1,7,1,0,16,1,0
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43,7,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,9,0,11,0,0,0,2,0,0,6,13,0,0,0,0,0,0,0,2,nan,0,12,6,24,0,18,0,0,0,0,0,0,0,0,0,14,0,1,7,1,0,0,0,0,0,0,0,0,54,5,0,0,0,0,0,0,0,0,0,10,1,16,2,0,0,0,25,0,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,43,7,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,1,0,9,2,1,0,9,0,11,0,0,0,2,0,0,6,13,0,0,0,0,0,0,0,2,nan,0,12,6,24,0,18,0,0,0,0,0,0,0,0,0,14,0,1,7,3,0,0,0,1,0,0,0,0,54,5,0,0,0,0,0,0,0,0,1,10,3,16,2,1,0,0,25,2,0
0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,43,7,0,0,0,0,2,24,1,0,0,0,1,0,0,0,0,0,1,9,1,2,0,9,0,11,0,0,0,2,0,0,6,13,0,0,0,1,0,0,0,2,nan,0,12,6,24,0,18,0,0,0,0,0,0,0,0,0,14,0,1,7,2,0,0,0,0,0,0,0,0,54,5,0,0,0,0,0,0,0,0,0,10,1,16,2,2,0,0,25,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,43,7,0,0,1,0,4,24,1,0,0,0,1,1,1,0,0,0,1,9,2,2,0,9,0,11,0,0,1,2,0,0,6,13,0,0,0,1,1,1,0,2,nan,1,12,6,24,0,18,0,0,0,0,0,0,1,0,0,14,0,1,7,4,0,0,0,0,0,0,0,0,54,5,0,0,0,0,0,0,0,0,0,10,1,16,2,4,1,0,25,2,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,43,7,0,0,0,0,2,24,1,0,0,0,1,1,0,0,0,1,1,9,0,3,0,9,0,11,0,0,1,2,0,0,6,13,0,0,0,1,1,0,0,2,nan,1,12,6,24,0,18,0,0,0,0,0,1,0,0,0,14,0,1,7,2,0,0,0,0,0,1,0,1,54,5,0,0,0,0,0,0,0,0,1,10,0,16,2,3,0,0,25,2,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,43,7,0,0,1,0,2,24,1,0,0,0,1,0,1,0,0,1,1,9,2,4,0,9,0,11,0,0,0,2,0,0,6,13,0,0,0,1,0,1,0,2,nan,0,12,6,24,0,18,0,0,0,0,0,1,0,0,0,14,0,1,7,2,0,0,0,0,0,0,0,0,54,5,0,0,0,0,0,0,0,1,0,10,0,16,2,6,1,0,25,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43,7,0,0,1,0,3,24,2,0,0,0,2,0,1,0,0,1,2,9,2,3,0,9,0,11,0,0,0,2,0,0,6,13,0,0,0,2,0,1,0,2,nan,0,12,6,24,0,18,0,0,0,0,0,1,0,0,0,14,0,1,7,3,0,0,0,0,0,0,0,0,54,5,0,0,0,0,0,0,0,0,0,10,0,16,2,5,1,0,25,3,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,43,7,0,0,2,0,2,24,0,0,0,0,0,0,2,0,0,0,0,9,0,4,0,9,0,11,0,0,0,2,0,0,6,13,0,0,0,0,0,2,0,2,nan,0,12,6,24,0,18,0,0,0,0,0,0,0,1,0,14,0,1,7,2,0,0,0,0,0,0,0,0,54,5,0,0,0,0,0,0,0,0,0,10,0,16,2,16,2,0,25,2,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,43,7,0,0,2,0,4,24,0,0,0,0,0,1,2,0,0,1,0,9,1,3,0,9,0,11,0,0,1,2,0,0,6,13,0,0,0,0,1,2,0,2,nan,1,12,6,24,0,18,0,0,0,0,0,0,0,1,0,14,0,1,7,4,0,0,0,0,0,0,0,0,54,5,0,0,0,0,0,0,0,0,1,10,1,16,2,15,2,0,25,3,0
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,43,7,0,0,0,0,2,24,0,0,0,1,0,1,0,0,0,0,0,9,0,4,0,9,0,11,0,0,1,2,0,0,6,13,0,0,1,0,1,0,0,2,nan,1,12,6,24,0,18,0,0,0,0,0,0,1,0,0,14,0,1,7,2,0,0,0,0,0,0,0,0,54,5,0,0,0,0,0,1,0,0,1,10,0,16,2,16,0,1,25,2,1
0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,43,7,0,0,0,0,3,24,0,0,0,1,0,0,0,0,0,2,0,9,1,5,0,9,0,11,0,0,0,2,0,0,6,13,0,0,1,0,0,0,0,2,nan,0,12,6,24,0,18,0,0,0,0,1,0,0,0,0,14,0,1,7,3,0,0,0,0,0,0,0,0,54,5,0,0,0,0,0,0,0,1,2,10,2,16,2,17,0,1,25,2,1
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,43,7,0,0,0,0,2,24,0,0,0,0,0,1,0,0,0,0,0,9,1,8,0,9,0,11,0,0,1,2,0,0,6,13,0,0,0,0,1,0,0,2,nan,1,12,6,24,0,18,0,0,0,0,0,0,1,0,0,14,0,1,7,2,0,0,0,0,0,0,0,0,54,5,0,0,0,0,0,0,0,0,0,10,1,16,2,20,0,0,25,2,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,43,7,0,0,0,0,2,24,0,0,0,0,0,1,0,0,0,2,0,9,1,7,0,9,0,11,0,0,1,2,0,0,6,13,0,0,0,0,1,0,0,2,nan,1,12,6,24,0,18,0,0,0,0,0,0,0,0,0,14,0,1,7,2,0,0,0,0,0,0,0,1,54,5,0,0,0,0,0,1,0,1,2,10,1,16,2,19,0,0,25,2,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,43,7,0,0,2,0,3,24,0,0,0,0,0,1,2,0,0,0,0,9,1,10,0,9,0,11,0,0,1,2,0,0,6,13,0,0,0,0,1,2,0,2,nan,1,12,6,24,0,18,0,0,0,0,0,0,1,0,0,14,0,1,7,3,0,0,0,0,0,0,0,0,54,5,0,0,0,0,0,0,0,0,0,10,0,16,2,22,2,0,25,2,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,43,7,0,0,0,0,3,24,1,0,0,0,1,1,0,0,0,1,1,9,1,9,0,9,0,11,0,0,1,2,0,0,6,13,0,0,0,1,1,0,0,2,nan,1,12,6,24,0,18,0,0,0,0,0,0,0,0,0,14,0,1,7,3,0,0,0,0,0,1,0,1,54,5,0,0,0,0,1,0,0,0,1,10,1,16,2,21,0,0,25,2,0
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,43,7,0,0,0,0,2,24,1,0,0,0,1,1,0,0,0,1,1,9,0,6,0,9,0,11,0,0,1,2,0,0,6,13,0,0,0,1,1,0,0,2,nan,1,12,6,24,0,18,0,0,0,0,0,0,1,0,0,14,0,1,7,2,0,0,0,0,0,0,0,1,54,5,0,0,0,0,0,0,0,0,0,10,0,16,2,8,0,0,25,0,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,43,7,0,0,0,0,1,24,1,0,0,0,1,0,0,0,0,0,1,9,0,7,0,9,0,11,0,0,0,2,0,0,6,13,0,0,0,1,0,0,0,2,nan,0,12,6,24,0,18,0,0,0,0,0,1,0,0,0,14,0,1,7,1,0,0,0,0,0,0,0,0,54,5,0,0,0,0,0,0,0,0,0,10,0,16,2,9,0,0,25,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,43,7,0,0,1,0,2,24,0,0,0,0,0,1,1,0,0,1,0,9,2,6,0,9,0,11,0,0,1,2,0,0,6,13,0,0,0,0,1,1,0,2,nan,1,12,6,24,0,18,0,0,0,0,0,0,1,0,0,14,0,1,7,2,0,0,0,0,0,0,0,1,54,5,0,0,0,0,0,0,0,0,1,10,0,16,2,8,1,0,25,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,43,7,0,0,1,0,3,24,0,0,0,0,0,2,1,0,0,2,0,9,2,5,0,9,0,11,0,0,2,2,0,0,6,13,0,0,0,0,2,1,0,2,nan,2,12,6,24,0,18,0,0,0,0,0,0,0,1,0,14,0,1,7,3,0,0,0,0,0,0,0,1,54,5,0,0,0,0,0,0,0,1,0,10,0,16,2,7,1,0,25,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,7,0,0,1,0,1,24,0,0,0,0,0,0,1,0,0,0,0,9,1,11,0,9,0,11,0,0,0,2,0,0,6,13,0,0,0,0,0,1,0,2,nan,0,12,6,24,0,18,0,0,0,0,0,0,0,1,0,14,0,1,7,1,0,0,0,0,1,0,0,0,54,5,0,0,0,0,0,0,0,0,0,10,0,16,2,23,1,0,25,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,43,7,0,0,0,0,1,24,1,0,0,0,1,0,0,0,0,0,1,9,0,10,0,9,0,11,0,0,0,2,0,0,6,13,0,0,0,1,0,0,0,2,nan,0,12,6,24,0,18,0,0,0,0,0,1,0,0,0,14,0,1,7,1,0,0,0,0,0,0,0,0,54,5,0,0,0,0,0,0,0,0,0,10,0,16,2,22,0,0,25,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,43,7,0,0,1,0,1,24,0,0,0,0,0,0,1,0,0,0,0,9,0,11,0,9,0,11,0,0,0,2,0,0,6,13,0,0,0,0,0,1,0,2,nan,0,12,6,24,0,18,0,0,0,0,0,0,0,1,0,14,0,1,7,1,0,0,0,0,1,0,0,0,54,5,0,0,0,0,0,0,0,0,0,10,0,16,2,23,1,0,25,1,0
0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,43,7,0,0,0,0,2,24,0,0,0,0,0,0,0,0,0,0,0,9,1,4,0,9,0,11,0,0,0,2,0,0,6,13,0,0,0,0,0,0,0,2,nan,0,12,6,24,0,18,0,0,0,0,0,0,0,0,0,14,0,1,7,2,0,0,0,0,0,0,0,0,54,5,0,0,0,0,0,1,0,0,1,10,2,16,2,16,0,0,25,2,0
